date,open,high,low,close,preclose,pctChg
2010-02-23,12185.9300,12185.9300,11922.7300,12069.2100,12213.5400,-1.181722
2010-02-24,11994.9500,12282.0900,11936.9500,12282.0900,12069.2100,1.763826
2010-02-25,12324.9400,12495.9900,12324.9400,12494.2700,12282.0900,1.727554
2010-02-26,12473.0000,12527.0200,12417.2400,12436.6600,12494.2700,-0.461086
2010-03-01,12480.8100,12599.2700,12454.0300,12588.2600,12436.6600,1.218974
2010-03-02,12595.3200,12690.4800,12517.2800,12548.9100,12588.2600,-0.312590
2010-03-03,12544.0200,12612.6900,12444.2000,12612.6900,12548.9100,0.508254
2010-03-04,12647.9900,12720.3600,12292.2800,12312.8900,12612.6900,-2.376977
2010-03-05,12312.7400,12433.5700,12268.5500,12341.7400,12312.8900,0.234312
2010-03-08,12376.3300,12470.8700,12327.7200,12437.5700,12341.7400,0.776471
2010-03-09,12440.2100,12569.5600,12289.9600,12507.6600,12437.5700,0.563533
2010-03-10,12496.7800,12553.9700,12363.4100,12391.6400,12507.6600,-0.927596
2010-03-11,12399.7700,12468.9300,12277.1900,12367.6900,12391.6400,-0.193269
2010-03-12,12364.5700,12376.5900,12167.3400,12169.1100,12367.6900,-1.605636
2010-03-15,12154.5300,12158.8700,11866.9900,11903.3300,12169.1100,-2.184057
2010-03-16,11931.3200,11985.0300,11835.6200,11948.7600,11903.3300,0.381655
2010-03-17,12007.7900,12233.7700,11975.5800,12233.7700,11948.7600,2.385267
2010-03-18,12257.8500,12354.9300,12198.0800,12236.7200,12233.7700,0.024115
2010-03-19,12265.3000,12361.2100,12185.4500,12352.9200,12236.7200,0.949603
2010-03-22,12358.0300,12411.2200,12304.5000,12352.4500,12352.9200,-0.003803
2010-03-23,12362.3900,12400.2500,12280.0200,12304.9800,12352.4500,-0.384294
2010-03-24,12315.6100,12359.2200,12260.4800,12290.0400,12304.9800,-0.121418
2010-03-25,12266.5900,12266.5900,12078.2600,12086.9000,12290.0400,-1.652880
2010-03-26,12081.1100,12282.2600,12030.4300,12240.3600,12086.9000,1.269639
2010-03-29,12301.6000,12574.8800,12301.6000,12552.4500,12240.3600,2.549679
2010-03-30,12574.8000,12617.6700,12527.5800,12593.0400,12552.4500,0.323362
2010-03-31,12603.7500,12611.4300,12469.4500,12494.3500,12593.0400,-0.783690
2010-04-01,12512.4100,12689.0700,12512.4100,12686.0600,12494.3500,1.534373
2010-04-02,12717.9800,12793.7100,12707.0400,12767.8600,12686.0600,0.644809
2010-04-06,12824.1500,12849.7100,12651.1100,12702.8300,12767.8600,-0.509328
2010-04-07,12696.3300,12696.3300,12561.4100,12631.9700,12702.8300,-0.557831
2010-04-08,12603.2500,12603.2500,12381.3800,12427.0000,12631.9700,-1.622627
2010-04-09,12452.3400,12555.1200,12393.5200,12555.1200,12427.0000,1.030982
2010-04-12,12605.9500,12625.7700,12338.8600,12399.2000,12555.1200,-1.241883
2010-04-13,12387.3900,12550.3500,12261.2700,12511.8900,12399.2000,0.908845
2010-04-14,12514.8100,12557.7000,12447.9100,12557.7000,12511.8900,0.366136
2010-04-15,12561.5300,12584.1100,12422.3200,12513.2900,12557.7000,-0.353649
2010-04-16,12503.4600,12508.5200,12363.7900,12416.8600,12513.2900,-0.770618
2010-04-19,12248.0200,12248.0200,11641.6000,11644.5800,12416.8600,-6.219610
2010-04-20,11627.4100,11713.9100,11395.7400,11538.9800,11644.5800,-0.906856
2010-04-21,11557.6000,11779.1300,11501.9600,11766.8200,11538.9800,1.974523
2010-04-22,11745.2400,11822.8000,11573.6200,11703.9600,11766.8200,-0.534217
2010-04-23,11681.9600,11808.0500,11638.0300,11702.8700,11703.9600,-0.009312
2010-04-26,11701.4200,11767.6600,11594.2400,11602.6300,11702.8700,-0.856544
2010-04-27,11565.9900,11565.9900,11179.5000,11355.3700,11602.6300,-2.131067
2010-04-28,11250.5300,11444.5800,11174.1700,11333.8500,11355.3700,-0.189518
2010-04-29,11403.0000,11452.4100,11195.2200,11196.3500,11333.8500,-1.213180
2010-04-30,11135.8400,11192.3800,10974.1500,11162.5400,11196.3500,-0.301970
2010-05-04,10959.1600,11139.1600,10911.8600,10960.7700,11162.5400,-1.807568
2010-05-05,10853.1300,11006.5800,10671.8900,11003.7300,10960.7700,0.391952
2010-05-06,10936.9600,10936.9600,10421.7100,10422.5600,11003.7300,-5.281580
2010-05-07,10184.7900,10346.2000,10091.3200,10146.4200,10422.5600,-2.649442
2010-05-10,10156.9000,10314.0200,10042.1200,10264.0400,10146.4200,1.159228
2010-05-11,10486.2700,10511.1500,10083.7900,10091.2000,10264.0400,-1.683936
2010-05-12,10006.9400,10202.5600,9905.4800,10146.6300,10091.2000,0.549287
2010-05-13,10161.1800,10417.8000,10114.6800,10417.8000,10146.6300,2.672512
2010-05-14,10354.7800,10400.2800,10257.7500,10330.1400,10417.8000,-0.841446
2010-05-17,10168.1500,10177.8200,9728.6710,9731.7180,10330.1400,-5.792970
2010-05-18,9719.0720,10056.2200,9627.4240,10003.8100,9731.7180,2.795928
2010-05-19,9904.7520,10138.1800,9818.8960,9991.4010,10003.8100,-0.124035
2010-05-20,9917.5340,10214.3300,9903.1080,9945.5510,9991.4010,-0.458900
2010-05-21,9698.0740,10209.2400,9666.4720,10209.0700,9945.5510,2.649622
2010-05-24,10296.1900,10710.1200,10296.1900,10620.1200,10209.0700,4.026320
2010-05-25,10539.4100,10545.5400,10304.8400,10365.2200,10620.1200,-2.400165
2010-05-26,10353.4000,10465.3200,10286.3800,10361.7000,10365.2200,-0.033955
2010-05-27,10342.1800,10575.7400,10199.1100,10543.3300,10361.7000,1.752897
2010-05-28,10636.8600,10670.2900,10447.1600,10495.6500,10543.3300,-0.452226
2010-05-31,10455.3400,10553.2400,10204.1700,10204.1700,10495.6500,-2.777155
2010-06-01,10123.6700,10246.0300,9970.0480,10098.4500,10204.1700,-1.036044
2010-06-02,10062.7500,10188.1400,9950.5340,10188.1400,10098.4500,0.888151
2010-06-03,10249.2800,10317.9700,10118.0400,10118.0400,10188.1400,-0.688051
2010-06-04,10086.0500,10202.0600,10055.3200,10187.2000,10118.0400,0.683533
2010-06-07,9977.2270,10083.2700,9922.7750,9992.6740,10187.2000,-1.909518
2010-06-08,9981.7440,10104.0900,9944.4700,10038.7800,9992.6740,0.461402
2010-06-09,10086.7700,10358.5900,10039.7600,10346.2700,10038.7800,3.063014
2010-06-10,10271.3000,10337.1200,10217.3000,10222.2200,10346.2700,-1.198981
2010-06-11,10286.0500,10357.0000,10222.6900,10239.3300,10222.2200,0.167384
2010-06-17,10300.5000,10329.4400,10162.3700,10162.3700,10239.3300,-0.751611
2010-06-18,10156.9600,10234.4100,9934.8220,9966.5380,10162.3700,-1.927031
2010-06-21,9957.3730,10323.1800,9874.4310,10309.6100,9966.5380,3.442241
2010-06-22,10268.7300,10407.3800,10242.1400,10345.5500,10309.6100,0.348602
2010-06-23,10282.4600,10374.3300,10157.6600,10256.2700,10345.5500,-0.862982
2010-06-24,10244.0100,10343.5700,10173.3800,10250.9000,10256.2700,-0.052350
2010-06-25,10195.9000,10219.7200,10037.9400,10104.8300,10250.9000,-1.424951
2010-06-28,10101.2700,10165.5700,9980.6700,10012.0500,10104.8300,-0.918177
2010-06-29,10022.8000,10061.0300,9508.5870,9508.9050,10012.0500,-5.025390
2010-06-30,9428.1640,9449.8110,9335.5650,9386.9370,9508.9050,-1.282679
2010-07-01,9376.0780,9439.7380,9203.9090,9203.9090,9386.9370,-1.949809
2010-07-02,9192.1030,9272.6430,8945.2040,9227.8880,9203.9090,0.260525
2010-07-05,9122.4330,9237.0730,8982.8020,9171.0290,9227.8880,-0.616158
2010-07-06,9128.1820,9403.0680,9122.0180,9363.0160,9171.0290,2.093400
2010-07-07,9392.9940,9485.4300,9359.3520,9485.4300,9363.0160,1.307421
2010-07-08,9528.2640,9585.3680,9436.3990,9465.7990,9485.4300,-0.206958
2010-07-09,9480.2870,9868.8030,9399.5080,9816.8550,9465.7990,3.708685
2010-07-12,9829.5780,9999.9860,9795.4670,9959.2180,9816.8550,1.450182
2010-07-13,9850.3470,9857.4890,9733.6980,9801.7600,9959.2180,-1.581028
2010-07-14,9813.3140,9958.9970,9759.3320,9803.7200,9801.7600,0.019996
2010-07-15,9793.9740,9957.2610,9709.0440,9718.7250,9803.7200,-0.866968
2010-07-16,9677.7800,9841.7690,9599.9720,9806.6390,9718.7250,0.904584
2010-07-19,9727.0130,10154.3600,9700.5550,10097.1000,9806.6390,2.961881
2010-07-20,10095.2000,10372.2700,10095.2000,10339.4300,10097.1000,2.399997
2010-07-21,10345.9700,10433.4100,10294.5100,10324.1300,10339.4300,-0.147975
2010-07-22,10302.3400,10483.2300,10284.5000,10471.7700,10324.1300,1.430045
2010-07-23,10510.6700,10587.0300,10429.1000,10527.9500,10471.7700,0.536496
2010-07-26,10555.6900,10614.6700,10449.5200,10591.1200,10527.9500,0.600021
2010-07-27,10574.1700,10631.1700,10510.4500,10566.2100,10591.1200,-0.235199
2010-07-28,10567.1500,10832.3000,10526.9500,10825.1700,10566.2100,2.450831
2010-07-29,10847.5100,10899.4300,10751.0300,10838.9100,10825.1700,0.126929
2010-07-30,10801.2600,10836.2800,10693.1300,10785.3500,10838.9100,-0.494151
2010-08-02,10789.0700,11041.9400,10786.5600,11004.7400,10785.3500,2.034154
2010-08-03,11039.3700,11091.1800,10830.7000,10830.7000,11004.7400,-1.581501
2010-08-04,10781.4500,10870.9500,10625.8800,10870.3800,10830.7000,0.366363
2010-08-05,10862.0500,10876.6700,10701.6800,10768.0800,10870.3800,-0.941088
2010-08-06,10762.6000,10949.2400,10627.5800,10942.9300,10768.0800,1.623777
2010-08-09,10923.8900,11031.5100,10906.8800,11017.4100,10942.9300,0.680626
2010-08-10,11028.1500,11050.8300,10715.3900,10715.3900,11017.4100,-2.741302
2010-08-11,10658.9100,10861.3900,10654.4900,10806.6200,10715.3900,0.851397
2010-08-12,10684.0000,10899.3100,10645.2100,10680.0200,10806.6200,-1.171510
2010-08-13,10684.1900,10886.6700,10613.2800,10886.5700,10680.0200,1.933993
2010-08-16,10870.7400,11200.8600,10827.6000,11164.7900,10886.5700,2.555623
2010-08-17,11180.7500,11320.4600,11171.3200,11281.9700,11164.7900,1.049547
2010-08-18,11304.1200,11365.5400,11218.9100,11282.3300,11281.9700,0.003194
2010-08-19,11283.3600,11424.0800,11218.6300,11321.1700,11282.3300,0.344254
2010-08-20,11280.4900,11303.8700,11060.0600,11090.4600,11321.1700,-2.037863
2010-08-23,11098.2700,11177.3100,11049.4900,11078.8600,11090.4600,-0.104591
2010-08-24,11067.2100,11311.0900,10986.0700,11214.2400,11078.8600,1.221966
2010-08-25,11143.2900,11199.7600,10953.4700,10963.9900,11214.2400,-2.231538
2010-08-26,11001.3800,11105.4300,10958.6200,11009.4900,10963.9900,0.414995
2010-08-27,10992.7600,11052.9300,10926.1700,11034.7300,11009.4900,0.229259
2010-08-30,11114.7100,11350.1600,11098.7400,11303.3300,11034.7300,2.434129
2010-08-31,11273.8600,11377.7100,11237.1000,11338.7100,11303.3300,0.313004
2010-09-01,11369.3900,11476.6100,11169.9000,11318.7400,11338.7100,-0.176120
2010-09-02,11482.3500,11536.3100,11392.9000,11465.1500,11318.7400,1.293520
2010-09-03,11497.4800,11540.4200,11360.3400,11467.0900,11465.1500,0.016916
2010-09-06,11550.1300,11703.6600,11550.1300,11656.0800,11467.0900,1.648110
2010-09-07,11674.2500,11735.3400,11591.9200,11682.7000,11656.0800,0.228380
2010-09-08,11631.5800,11729.8200,11579.6300,11722.7800,11682.7000,0.343072
2010-09-09,11750.8900,11750.8900,11445.0800,11465.3500,11722.7800,-2.195986
2010-09-10,11465.9200,11547.4300,11302.7300,11530.9900,11465.3500,0.572513
2010-09-13,11541.9200,11751.2700,11492.7100,11690.3500,11530.9900,1.382010
2010-09-14,11719.8300,11759.0100,11630.9000,11665.4100,11690.3500,-0.213334
2010-09-15,11653.4100,11653.4100,11377.4500,11412.1000,11665.4100,-2.171467
2010-09-16,11391.2300,11432.3100,11060.6600,11164.0200,11412.1000,-2.173834
2010-09-17,11180.3200,11288.8500,11113.2200,11208.2500,11164.0200,0.396188
2010-09-20,11221.9400,11247.8300,11072.5300,11150.3300,11208.2500,-0.516761
2010-09-21,11189.5800,11262.4500,11152.9600,11210.7400,11150.3300,0.541779
2010-09-27,11262.8700,11438.3800,11232.5100,11409.8100,11210.7400,1.775702
2010-09-28,11380.8500,11396.3800,11255.9000,11274.4900,11409.8100,-1.185991
2010-09-29,11264.6700,11379.9600,11192.2200,11223.8600,11274.4900,-0.449066
2010-09-30,11154.8400,11468.7800,11125.4900,11468.5400,11223.8600,2.179996
2010-10-08,11594.9200,11960.5700,11578.1200,11911.3700,11468.5400,3.861259
2010-10-11,12037.9900,12291.6300,12037.9900,12237.6500,11911.3700,2.739234
2010-10-12,12221.5300,12383.5800,12168.4700,12373.2800,12237.6500,1.108300
2010-10-13,12376.5900,12634.5200,12348.7300,12603.0000,12373.2800,1.856579
2010-10-14,12690.5700,12752.2600,12474.0200,12507.7100,12603.0000,-0.756090
2010-10-15,12421.2800,12834.8000,12392.9400,12765.5000,12507.7100,2.061049
2010-10-18,12803.4700,12883.6600,12532.1100,12649.2700,12765.5000,-0.910505
2010-10-19,12643.3000,12970.2000,12567.1300,12970.2000,12649.2700,2.537148
2010-10-20,12616.4500,13291.5200,12602.7400,13130.0100,12970.2000,1.232129
2010-10-21,13175.5200,13281.9900,12998.2900,13111.5200,13130.0100,-0.140824
2010-10-22,13089.3500,13346.3300,13036.1400,13224.9800,13111.5200,0.865353
2010-10-25,13292.5300,13739.3100,13288.1700,13734.2000,13224.9800,3.850438
2010-10-26,13779.7800,13822.2200,13592.3000,13729.9600,13734.2000,-0.030874
2010-10-27,13681.8700,13863.9800,13449.3600,13452.1700,13729.9600,-2.023240
2010-10-28,13394.7700,13585.4400,13344.3600,13445.0300,13452.1700,-0.053074
2010-10-29,13433.3200,13500.8800,13261.0400,13367.2400,13445.0300,-0.578578
2010-11-01,13385.2500,13760.9000,13385.2500,13743.7700,13367.2400,2.816807
2010-11-02,13762.0600,13930.3300,13646.4500,13646.4600,13743.7700,-0.708027
2010-11-03,13649.7500,13692.5000,13388.3700,13392.7000,13646.4600,-1.859528
2010-11-04,13402.8100,13595.7300,13364.4000,13595.7300,13392.7000,1.515977
2010-11-05,13821.9300,13888.0200,13656.4100,13733.3600,13595.7300,1.012302
2010-11-08,13785.7900,13809.5700,13630.5100,13807.3000,13733.3600,0.538393
2010-11-09,13783.6700,13793.3500,13622.7900,13714.2900,13807.3000,-0.673628
2010-11-10,13657.4300,13762.7100,13542.5200,13705.6800,13714.2900,-0.062784
2010-11-11,13670.8500,13936.8800,13636.8000,13684.9400,13705.6800,-0.151319
2010-11-12,13594.8800,13658.2900,12702.9500,12726.5400,13684.9400,-7.003322
2010-11-15,12772.8500,12877.3800,12558.2100,12808.0900,12726.5400,0.640785
2010-11-16,12822.5100,12822.5100,12146.6600,12217.2700,12808.0900,-4.612868
2010-11-17,12040.6600,12196.6000,11849.8900,11917.4900,12217.2700,-2.453734
2010-11-18,12056.8400,12181.0000,11926.1500,12146.1400,11917.4900,1.918604
2010-11-19,12240.5800,12295.8500,11868.7000,12295.8500,12146.1400,1.232572
2010-11-22,12190.3400,12418.3500,12141.6400,12303.5400,12295.8500,0.062545
2010-11-23,12255.1800,12255.1800,11864.3600,12062.4100,12303.5400,-1.959841
2010-11-24,11999.7800,12412.9500,11999.7800,12407.6600,12062.4100,2.862198
2010-11-25,12512.3300,12630.8600,12416.1500,12604.0800,12407.6600,1.583054
2010-11-26,12574.6400,12676.9400,12442.5700,12539.0100,12604.0800,-0.516264
2010-11-29,12527.5300,12592.9100,12363.2200,12536.5500,12539.0100,-0.019618
2010-11-30,12515.0900,12575.9500,11979.2900,12336.2800,12536.5500,-1.597485
2010-12-01,12301.2400,12377.5700,12211.6300,12310.3800,12336.2800,-0.209953
2010-12-02,12543.2600,12584.1000,12310.3800,12409.0200,12310.3800,0.801272
2010-12-03,12458.0000,12532.3100,12347.5600,12443.0000,12409.0200,0.273837
2010-12-06,12486.3200,12531.2900,12365.5900,12422.7900,12443.0000,-0.162420
2010-12-07,12387.7800,12722.9400,12250.3900,12657.0000,12422.7900,1.885325
2010-12-08,12671.8100,12823.1400,12586.4500,12615.4100,12657.0000,-0.328592
2010-12-09,12563.5500,12587.3600,12353.0200,12353.2700,12615.4100,-2.077940
2010-12-10,12274.5700,12523.0300,12241.7600,12460.4600,12353.2700,0.867709
2010-12-13,12546.0500,12905.0200,12545.5700,12905.0200,12460.4600,3.567762
2010-12-14,12953.9900,12978.0900,12860.8600,12926.6200,12905.0200,0.167381
2010-12-15,12934.7200,12987.7100,12813.0600,12829.3600,12926.6200,-0.752399
2010-12-16,12837.1700,12914.0100,12776.9500,12795.6800,12829.3600,-0.262528
2010-12-17,12794.0100,12809.4900,12717.3200,12759.6000,12795.6800,-0.281971
2010-12-20,12815.0500,12875.6700,12330.9900,12557.5500,12759.6000,-1.583512
2010-12-21,12586.1400,12872.4500,12524.7800,12872.4500,12557.5500,2.507658
2010-12-22,12898.6900,12975.6300,12712.0600,12766.9500,12872.4500,-0.819580
2010-12-23,12760.7600,12843.0400,12628.7100,12644.5800,12766.9500,-0.958491
2010-12-24,12592.1500,12688.4400,12471.7300,12556.8400,12644.5800,-0.693896
2010-12-27,12575.4300,12808.8300,12272.2400,12303.1900,12556.8400,-2.020010
2010-12-28,12235.6800,12288.1700,12017.5600,12063.8000,12303.1900,-1.945760
2010-12-29,12080.0900,12125.3900,11963.7200,12114.5600,12063.8000,0.420761
2010-12-30,12111.8800,12211.0700,11971.7500,12138.8900,12114.5600,0.200833
2010-12-31,12171.4900,12476.5100,12159.1300,12458.5500,12138.8900,2.633356
2011-01-04,12578.4500,12743.4800,12536.6600,12714.5100,12458.5500,2.054492
2011-01-05,12634.7100,12741.4700,12567.0500,12647.6300,12714.5100,-0.526012
2011-01-06,12683.7500,12790.9300,12567.6700,12599.6600,12647.6300,-0.379278
2011-01-07,12587.4900,12783.6800,12502.1700,12573.9400,12599.6600,-0.204130
2011-01-10,12577.0900,12644.3200,12292.1100,12331.1600,12573.9400,-1.930821
2011-01-11,12275.8900,12419.2900,12212.6000,12385.1700,12331.1600,0.437994
2011-01-12,12435.7200,12518.4300,12251.4100,12409.9800,12385.1700,0.200325
2011-01-13,12457.7700,12486.2300,12358.4500,12423.3400,12409.9800,0.107650
2011-01-14,12390.6600,12390.6600,12212.5000,12294.1700,12423.3400,-1.039736
2011-01-17,12159.9500,12229.5600,11712.6800,11734.6200,12294.1700,-4.551343
2011-01-18,11699.5100,11797.2200,11624.3400,11771.5900,11734.6200,0.315048
2011-01-19,11785.5000,12076.9700,11730.7400,12066.5500,11771.5900,2.505694
2011-01-20,12034.6200,12034.6200,11566.0700,11566.7400,12066.5500,-4.142108
2011-01-21,11534.2000,11860.6100,11491.9300,11639.9600,11566.7400,0.633019
2011-01-24,11661.7600,11689.2800,11419.3600,11488.9200,11639.9600,-1.297599
2011-01-25,11465.5300,11523.7900,11377.3400,11446.3700,11488.9200,-0.370355
2011-01-26,11459.0200,11633.1000,11459.0200,11599.6700,11446.3700,1.339288
2011-01-27,11481.7800,11832.5400,11392.9400,11795.3300,11599.6700,1.686773
2011-01-28,11789.6400,11935.0400,11768.8100,11894.2300,11795.3300,0.838471
2011-01-31,11884.3400,12020.5100,11820.2000,11994.6800,11894.2300,0.844521
2011-02-01,12044.4100,12052.3900,11928.0100,11991.5100,11994.6800,-0.026428
2011-02-09,11903.6500,12041.9600,11774.2900,11807.9300,11991.5100,-1.530917
2011-02-10,11775.1000,12177.4400,11764.2300,12170.5100,11807.9300,3.070649
2011-02-11,12162.3200,12376.0300,12127.7400,12292.4900,12170.5100,1.002263
2011-02-14,12318.3100,12766.0500,12318.3100,12737.8000,12292.4900,3.622615
2011-02-15,12767.7900,12865.4700,12707.2100,12711.5800,12737.8000,-0.205842
2011-02-16,12675.8700,12884.8700,12617.1000,12884.8700,12711.5800,1.363245
2011-02-17,12907.6900,12936.7400,12664.8500,12788.3300,12884.8700,-0.749251
2011-02-18,12750.2600,12751.1500,12586.3800,12613.1100,12788.3300,-1.370153
2011-02-21,12526.2500,12872.9500,12518.6100,12872.4700,12613.1100,2.056268
2011-02-22,12917.3600,12918.4200,12465.4200,12473.3300,12872.4700,-3.100723
2011-02-23,12436.6300,12554.9800,12396.0500,12492.7100,12473.3300,0.155370
2011-02-24,12476.0400,12601.4300,12387.7600,12578.4300,12492.7100,0.686158
2011-02-25,12585.8200,12735.1500,12464.4000,12633.8800,12578.4300,0.440836
2011-02-28,12658.1900,12907.6800,12562.9500,12902.4300,12633.8800,2.125632
2011-03-01,12911.0700,13023.0200,12866.8200,12948.7200,12902.4300,0.358770
2011-03-02,12878.4300,12912.7200,12683.9800,12880.2700,12948.7200,-0.528625
2011-03-03,12889.2300,12966.8500,12698.1600,12698.1600,12880.2700,-1.413863
2011-03-04,12714.2400,12908.4900,12669.5200,12893.8400,12698.1600,1.541008
2011-03-07,12961.4200,13163.2100,12961.4200,13140.8800,12893.8400,1.915954
2011-03-08,13146.6800,13154.9100,13041.2100,13144.1800,13140.8800,0.025111
2011-03-09,13171.0500,13233.0200,13102.1900,13158.2100,13144.1800,0.106741
2011-03-10,13115.1700,13115.1700,12994.2600,13004.8600,13158.2100,-1.165429
2011-03-11,12928.2500,13038.9900,12821.0700,12848.0200,13004.8600,-1.206017
2011-03-14,12814.1000,12958.2900,12776.9100,12958.2900,12848.0200,0.858268
2011-03-15,12905.9900,12905.9900,12447.7100,12705.3200,12958.2900,-1.952185
2011-03-16,12699.4000,12876.1200,12668.2400,12865.7500,12705.3200,1.262697
2011-03-17,12741.8100,12851.9200,12612.7700,12650.6700,12865.7500,-1.671726
2011-03-18,12796.4100,12839.2900,12675.4900,12721.9900,12650.6700,0.563767
2011-03-21,12745.3800,12806.7400,12594.1200,12643.7300,12721.9900,-0.615153
2011-03-22,12679.8100,12706.8800,12471.3900,12667.2600,12643.7300,0.186095
2011-03-23,12670.2600,12853.1500,12648.7300,12845.5300,12667.2600,1.407333
2011-03-24,12878.0700,12893.3600,12768.9400,12771.4600,12845.5300,-0.576623
2011-03-25,12797.9700,12980.3100,12780.5300,12942.0700,12771.4600,1.335872
2011-03-28,13020.2100,13075.2300,12858.4500,12875.5200,12942.0700,-0.514220
2011-03-29,12848.7400,12895.3800,12670.6900,12677.6100,12875.5200,-1.537097
2011-03-30,12677.9900,12774.4200,12565.1400,12661.2200,12677.6100,-0.129288
2011-03-31,12665.8600,12707.9800,12501.2400,12562.9000,12661.2200,-0.776539
2011-04-01,12559.7800,12699.4200,12498.8300,12699.4200,12562.9000,1.086688
2011-04-06,12648.9100,12765.7600,12568.8400,12740.8700,12699.4200,0.326394
2011-04-07,12749.5300,12908.7000,12715.7900,12890.6600,12740.8700,1.175666
2011-04-08,12881.2500,13039.7300,12839.7100,13036.2300,12890.6600,1.129270
2011-04-11,13075.6900,13142.4300,12918.9300,12925.0500,13036.2300,-0.852859
2011-04-12,12906.6100,13042.2500,12839.5300,12902.2200,12925.0500,-0.176634
2011-04-13,12848.1600,13102.0800,12772.3200,13102.0800,12902.2200,1.549039
2011-04-14,13119.4800,13119.4800,12964.2800,12991.9200,13102.0800,-0.840784
2011-04-15,12948.8200,13054.8100,12825.4600,12965.7500,12991.9200,-0.201432
2011-04-18,12912.9800,13045.8200,12881.5900,13001.3300,12965.7500,0.274416
2011-04-19,12876.2000,12909.1900,12727.3100,12799.2400,13001.3300,-1.554378
2011-04-20,12779.0200,12849.6500,12720.5200,12753.8500,12799.2400,-0.354635
2011-04-21,12795.7900,12864.7200,12760.7400,12798.7500,12753.8500,0.352054
2011-04-22,12796.3300,12819.9600,12687.6200,12708.4200,12798.7500,-0.705773
2011-04-25,12664.4500,12664.4500,12487.5300,12508.0100,12708.4200,-1.576987
2011-04-26,12486.8200,12548.1700,12361.8600,12448.4800,12508.0100,-0.475929
2011-04-27,12502.9600,12573.3000,12280.0800,12358.8800,12448.4800,-0.719771
2011-04-28,12398.6800,12447.7500,12148.1700,12149.2500,12358.8800,-1.696188
2011-04-29,12148.9300,12312.9900,12138.8500,12312.9900,12149.2500,1.347739
2011-05-03,12314.7000,12423.4600,12199.5800,12423.4600,12312.9900,0.897180
2011-05-04,12365.2400,12365.2400,12014.4200,12070.4100,12423.4600,-2.841799
2011-05-05,12017.2800,12133.1400,12005.4400,12085.9900,12070.4100,0.129077
2011-05-06,11958.0400,12150.2400,11896.9800,12067.6100,12085.9900,-0.152076
2011-05-09,12074.1400,12214.1800,12074.1400,12125.0100,12067.6100,0.475649
2011-05-10,12146.3300,12216.9400,12102.7900,12216.9400,12125.0100,0.758190
2011-05-11,12229.3100,12282.8800,12117.6700,12202.6200,12216.9400,-0.117217
2011-05-12,12114.4500,12249.3400,12072.2100,12072.2100,12202.6200,-1.068706
2011-05-13,12092.1600,12164.1300,11958.5800,12156.6100,12072.2100,0.699130
